"","text"
"2756","mantaps  klo   pembatalan tiket  ribet"
"2757","bikin ribetutk pembatalan re schedule jadwal pemberangkatan ka  tetep  stasiun yg   susah  yg jadwal liburanya ga   terkendala    pesan"
"2758","klo aplikasi dibuka  yg  opss maaf server dlm perbaikan sistem"
"2759"," sy udah download appnya   login aja berjam nunggu  masuk  akunnya ngak  mala loading mulu   nih"
"2760","maaf sblumnyaa  tdk  msalah pribadi dgn aplikasi  tpi spam iklannya trlalu parah trutama d youtube smga bsa d kurangi"
"2761"," recommend  pesen hotel pesawat   mendadak  tingkatin  promo nya ya"
"2762","calo tiket zaman now booking tiket  musim liburan peak season sebanyakbanyaknya  kenakan biaya tambahannya  gede  pesan via gerai alfamart  indomart trus    indonesia bebas berkkn "
"2763","aneh lemot eror  ga    maskapai  tgl yg dipilih  aplikasi  "
"2764","  booking  penerbangan  tersedia    ganti tg route penb"
"2765"," lumayan bagus tpi mggu  apply tiket pke kartu kredit knp bs error   ajj  cek hrga tiket apl ny  error mulu "
"2766","   pembayaran tiket pesawat   pagi     e ticket   terkirim kecewa"
"2767","aplikasinya   login  masukkan email    login   tolong diperbaiki"
"2768","misi admin mohon bantuanya  ya   pesen tiket  proses pengisisan data  selesai   proses   ya berulang  coba     mohon bantuanya"
"2769"," mengecewakansaya pesan tiket kereta  dibilang pemesanan kadaluarsa    kirim bukti transaksi  email  tanggapannya  disuruh menunggu  refund   disuruh menunggusemoga org yg   aplikasi  berfikir kali"
"2770","    membeli tiket via aplikasi  pembayaran via gerai retail      butuh secepatnya mohon diperbaiki karna   secepatnya beli tiket utk tujuan    diperbaiki      membantu   pengguna     sy naikkan ratingnya terima kasih"
"2771"," membantu  luuuaaarr  hebat tlng pertahankan tingkatkan "
"2772","ngcek ketersediaan tiket ka  apk  g sesuai dg data  stasiunpas cari    tiket ka yg akn d pesan kursi penuheh pas   stasiun trnyta msih bnyak kursi kosong bercanda ya"
"2773","kecewa  janji   dituliskan nya  badan email proses refund memakam   kalender    cepat   diinformasikan  email  telepon      tunggu tdk  info   email     selesai terefund  memakan  seminggu janji busukpelayanan mengecewakan"
"2774","keren  kadang  harga hotel  mahal dripada aplikasi  nya"
"2775","lumayan  sih layanannya  pembayaran  atm rada ribet ya gagal   ngerti  hihi  nya bayar  alfamart"
"2776","  perubahan kebijakan maskapai  bagasi  free mohon diberitahukan   aplikasi terima kasih"
"2777"," membantu   pemesanan tiket  mudah penggunaannya"
"2778","harga  kalender  beda dgn harga tanggal pengambilan   pesan  kalenderkalau  tanggal kalender murah   ambil   pesan   harganya berubahparah nih aplikasi "
"2779","promo   pajangan   klik salin kode promo  nya gagal menyimpan kode  kecewa promo nya  harapan"
"2780"," download aja sih  bener transaksi  kasih bintang  apresiasi  layanan     jaya kedepannya"
"2781","mohon bantuan   refund penerbangan tanggal februari hubungi call center   dihubungi  cs tiket   ditanggapi   udah  abis hasil langsung  tanggapi  bintangnya aq kembalikan "
"2782"," buka doang sistem pembayarannya lumayan   anak seumuran gw kalo pengen nonton konser kalo    kadang  pake atm  bayar langsung    bayar  minimart semoga aja  tikon ly bts kalo berhasil gw fullin bintangnya"
"2783","sistem  buruk   transfer sesuai nominal  ditentukan tp     respon penerbitan etiket  pembayaran kadaluarsa    menunggu        refund    kesalahan sistem  "
"2784","iklannya doang ngeri promo nya weleh cape persyaratan nya  banget kaya kereta api maaf  uninstal bye"
"2785","tulisan  rescedlu refund tp  g   harga tiket g berubah juka berubah jadwal tp d cek k maskapai  berubah g professional mending traveloka"
"2786","  jalan  pesen   pesawat   hotelnya bagus   promonya  keren banget"
"2787"," kecewa  harga tiket pesawat biar udh dipasang promo tpi mahalnya naudzubillahh"
"2788","aman cepat terpercaya ga ribet bnyk promodiskonnya pokoknya tiket com is the best mey dah rasain pesan tiket n cari infonya lengkap thanks tiket com"
"2789","suka sih     pas  pesan hotel  pesawat diperbaiki "
"2790"," pesan hotel    cancel uang  hangus   soluso  customer service     hotel tujuan    bayar    check in   kunci pintu pagar  petugas nya  jatuh nya penggelapan uang  mencari keuntungan  ya    masuk   cancel uang     kecewa "
"2791"," download  gak muncul   iklan youtubetapi   aja muncul iklannyaoke youtube  iklan  kalo iklan nya gak bermutu jijik  liatnya"
"2792"," membantu  mencari tiket pesawat booking hotel  mencari tiket kereta api"
"2793","membantu banget  poin tix yg terkumpul bsa ditukar  banyaak diskonnya kembangkan"
"2794"," pagi  transaksi gak   tolong perbaiki servernyaa"
"2795","harga nya lumayan bersaing      murah "
"2796","udah      booking tiket  gagal   masuk  pembayaran"
"2797"," nggak  transaksi  muncul maaf   menunggu  butuh    memperbaiki  gimana nih payaaah  banget sih erornya"
"2798","samsung a   transaksi eror   coba transaksi  kali   "
"2799","udah upgrade nih mudah mudahan  upgrade  harga tiket pesawat   upgrade  murah haha"
"2800","iklan notifikasi yg masuk  wa  mengganggu tolong  hentikan"
"2801","   perbedaan harga   lihat  menu tanggal penerbangan disitu  yg harganya juta an tp   klik  cari penerbangan harga langsung berubah  juta  tolong diperbaiki  "
"2802","  nanyak aplikasi  tiket  cicil gak y   traveloka    gak salah nama pay later makasih"
"2803","ssngat nyamansmoga smakin d tingkatkan kualitasnyasuper top de aplikasinya"
"2804","pastinya  membantu  bagis    orang  traveling  kerja   simple ga ribet"
"2805","bagus tampilan  mudah dibandingkan aplikasi laen tingkatkanpromo jg"
"2806","bagus  pilih gerbong n  duduk tp bingung tempt duduk yg dipilih tu hadap   pa  kl barcode  ss trus dikirim  hp    dicetak"
"2807"," bagus tp tolong tambang pemilihan bangku  pesawat  proses pembayaran  alfamartindomaret ya"
"2808","  mudah  mencari tiket  hotel terimakasih tiket com"
"2809","psn tiket garuda harga jtandimasukkan kode imlektiket disuruh cek syarat ketentuan kmrn jg bali  osaka bgtu pake indonesia flight   pot rb mengecewakan"
"2810","thanks   pilih gerbongsaya  bintang t    yg  ditambah  donk  metode pembayaran sperti  alfamart indomaret ya berkali coba kgk  ya batal pesannya pleasesaya  suka main  atm  jauhhhh thanks "
"2811","  ditambah menu refund  reschedule"
"2812","ma af    pesen tiket pesawat    bayar   menu my order gak  pesanan ya"
"2813","maaf sy kasih bintang orderan sih ok tp sy kcewa udah booking tiketnyadpt promo diskon rb eh besoknya   promo imlek diskon dgn tiket pesawat yg sm pp jd selisihnya smpe rb an zonk bgt gak tuh  utk bayar penginapan mlm  jd pelajaran jg spy pesan tiket ga buru n  teliti cek promo yg  klo  saran smoga tiket com kedepannya ngasih bocoranlah sehari  utk next promonya jd biar cust bs pilih dlu  promo yg terbaikhe tq"
"2814","aplikasi  pelayanan nya  maksimal     pemesanan tiket kereta api seringkali   no referensi    pemesanan dibatalkan"
"2815","parah nih harga tiket tulis rb pas  lakukan pembayaran totalnya    harga tiketper org jutaan ha  promo namanya "
"2816"," cari tiket kereta eks disitu tertulis rb pas udah  bayar harganya jd    harga yg tertera tdk sesuai dg cekout"
"2817","  januari   promo lion air nya  tolong sistem gerup nya  perbaiki kalu mmg gak  layanan silahkan  hapus  nya gak   akses boking gerup nya    harga spesial khusus lionwings  batikdan  kode poromo nya    gak   perternsaksi"
"2818","gila ms total biaya yg  rp  masuk pembayaran  jmlahnya berubah  rp  nambah biaya   "
"2819","  kecewa  sistemnya  eror perjanjian refund  kalender        refund"
"2820","aplikasinya bagus   suka  tolong diskonnya  dinaikin    suka aplikasi "
"2821","aplikasi bermasalah pembayaran   luas  aplikasi      error  pembayaran diklik kode promo    "
"2822","pokoknya kalo  pesan perjalanan keluaf kota pake aplikasi  aja nyama"
"2823"," cari tiket via app tgl jan  kalender  penerbangan k    klik cari penerbangan gk  yg harga segitu     jt mohon diperbaiki  php "
"2824","aneh   pesen hotel  kali ga  pilihan breakfast nya hrsnya  milih donk  breakfast  ngga   otomatis ga  breakfastnya herannn herannnn"
"2825","harga dsni relatif  mahal  kalender muncul hrg jt pas  klik  jd jt   mahal"
"2826","alhamdulillah  bepergian    ga ribet  krn  tiket com  promo  pelayanannya  oke  tingkatkan  pelayanannya  konsumen  puas tiket com oke banget"
"2827","harga  special dr travel      yg  murah   dapatkan dgn  senang hati"
"2828","jgn mengontrol pembelian tiket bukasemua  tersedia klo    ntar gw hapus  hp gw   citilink  gw cek  promo pas  pesan  citilink nya hilang pas gw cek  treveloka   yg tampil   maskapai aja lu  gw goblok "
"2829","semoga tiketcom dpt  informasi yg    akurat shg tdk mengecewakan pelanggan"
"2830","dear cust  promo   potongan harga tiket pesawat k  maskapai garuda indonesia  citilink   pas  klik  muncul ya"
"2831"," harga promo  dipilih  berubah gak sesuai dgn yg tertulis   harga  berubah  yg  dibuka giamana sih kasih harganya   gtu coba perbaiki biar    bintangnya"
"2832","booking hotel   negeri    evoucher bookingan   diterima  hotel    pemberitahuan apapun penanganan   bertanggungjawab solusi  cs  suruh refund kompensasi terlantar berjamjam ga  check in   cs nyolot ga memahami   yg    negeri eh habis  disuruh review hotel  nginap  nggak"
"2833","emang sih mudah  pemesanannyatapi  bikin kecewawaktu  refund  tiketdan pengembaliannya  prosesnyadi situ y bikin  kecewa"
"2834"," pembayarannya  singkat   menit ajaa"
"2835"," ya pesanan ticker pesawat  yg sy beli via akulaku  dri pt ticket com  app ticket com tp g "
"2836","  promo harga tiket pswt gledek  tdk hnya utk lokasi  oya info harga termurah yg tercantum  kalender sptnya tdk validpas  cek tdk  yg harga segitu"
"2837","aplikasi sampah   bayar hotel malam karna sistem pembayarannya  error  yg  korban kalo error ya error aj ga  dipake pokoknya awas aja  uang    kembalikan not recommended at all "
"2838","    memesan tiket pesawat  tix point      pembayaran via kredivo  "
"2839"," kali pakai aplikasi   dikecewakan  bertanggung  pesan vila    vila  kerja    yg ngabarincari infotelepon kepihak aplikasi sekalinya tanggung  dicarikan pengganti  disana   berbeda  tempatspesifikasinya ga lagilagi dah pakai  aplikasi"
"2840"," pesan  bandara buli ga  terdaftar  aplikasi   nyesal diupdate"
"2841"," penasaran  download hapus  x   maskapai nya  garuda    gak  download "
"2842","harganya  murah  aplikasi    rekomendasikan  boking hotel   diskonnya"
"2843","lumayan membantu   reschedule waduhribet banget terkesan reschedule orderan ulang  reschedule  ngaruh  pemotongan saldo sisa saldo lamapun   kejelasan   apakan  pengelola"
"2844","  login pake gmail account  masuk pake facebook    pesannya   login   pake apk ter update uninstall samsung note "
"2845","bagus semoga   bersaing   loka loka  penawarannya"
"2846","paraahh mengecewakan  terhitung     refund      dikirimkan status  aplikasi   cs berbeda  penjelasan   cs  bertele tele ngabisin pulsa aja   nelponin kayak orang ngemis  uang     bersaing gak  ngasih promo tiket murah karna kepincut promo aja sih  pakai tiket com kasian uang konsumen  korban terima kasih"
"2847","  pesen tiket kapal browsing  google  etiket suruh download   download   pemesanan tiket kapal laut    aplikasinya "
"2848","pesan tiket kereta api    sederhana  efisien ngga bikin ribetlah  pilih kursi    "
"2849"," pake aplikasi inihotel fiktif yg  jualga disurvey  ma tim tiketcom nyusahin bikin nyasar   dah bayar mo istirahat"
"2850","mengecewakanbeli tiket kidzania beli  dikirim yg yg dikirim e tiketnya kidzania nya  ga  kasih masukga kaya hotel yg tinggal dicocokkan  data pembelianpadahal uang  dibayar cash full lunas"
"2851","app nya gak online jam  pesan jam malem lgsg dpt e voucher hotel yg sdh  book  sampe  hotel reservasi g   sistem hotel tlp cs nya jg g  solusi  dikasih opsi refund  kerja untung   kota  coba klo   kota gembel  gueh "
"2852","kasih bintang  ya soalny   booking  aplikasi inipembayaran tiket pesawat nya   dicicil pakai kk  ya   aplikasi   toko sebelah   dicicil  kk"
"2853","aplikasi yg  dibutuhkan      nya  tambahan pilihan  tiket bus  sewa mobil terima kasih"
"2854","aplikasi  bagus  membantu memudahkan   perjalanan"
"2855","payah payah payah disaat  urgen hrs reservasi  error pembayarannya berkali kali  coba gagal   sesi metode pembayaran"
"2856"," kecewa     check in  hotel yg   booking  booking an   masuk  hotel   tuju   mengecewakan"
"2857","  ga  login  yah or   trus  harga yg tertera   jtan pp   payment jtan    ganti tanggal smuanya    jtan  jtan"
"2858","maaf  yg salahproses refundnya  cepat  tiket creation  user interface  cancellation process    utk merchant car rental nya kredibilitas nya tolong ditingkatkanterima kasih"
"2859","  bayar  orderan  ni via virtual account  bukti bayarnya  diketerangan aplikasi silahkan pilih  pembayaran  keberangkatan kereta api  jam  pagi       mengurus paspor  kota tujuan    tdk memperoleh quota  imigrasi tmpt tinggal   pengumpulan paspor   kantor max tgl des   complain  cs  coba bayar ulang alias double pakai  va    kredivo  sistem eror bad"
"2860","menampilkan rekomendasi  kemudahan harga utk perjalanan traveling   biro perjalanan"
"2861","  aplikasi     memesan kereta mohon diperbaiki terima kasih"
"2862","bagus  suka  yg bikin ga nyaman abis upgrade  lgs muncul tlg ga  lgs muncul gt krn  mengganggu"
"2863","  new pelanggan   waiting time  menunggu approve pembayaran selaman x jam  wajibkan menunggu kabar    kali  app ni  pengalaman   tiket online takut kena tipu  uang nggak   riwa riwi   kepala   pagi semenjak  informasi dr cs   menunggu email  tlp dr   mudahan   selesaikan besok   pelayanannya terbaik  terpercaya     tunggu beritanya   cs   malam   besok    kecewa    menunggu konfirmasi pembayaran semoga tiket  tanggal yg       pesan rebooking  pemberitahuan  cs   cepat "
"2864"," memilih pesanan knpa sllu muncul notifikasi oh  hpus apk  goblok"
"2865","    pesen tiket kereta api disitu gak  tulisan pesan "
"2866","overall good  kadang  kendala  sistem pembayaran coba   sampe  "
"2867"," suka banget  aplikasi inii  ngebantu   nyari hotel  dapet hotelnya  bagusbagus download deh aplikasi   berguna banget  "
"2868","ya kali   nyobain apk  uang udah  transfer   ga masuk    telp berkali kalo tetep aja  nunggu besok besok besok  besok  pdhl d mutasi rekening sya  berhasil ya allah pengen liburn nyenenging orngtua uang  satunya  hngusss"
"2869","  check in  aplikasi  info take off terbang landing"
"2870","heran pas sdh smpe  menu pembayaran  pilih bank sll aja loading kmdn out sndiri sdh  uninstal smpe psg lg ttp aja gitu"
"2871","aplikasi  bagus cocok    hobby bertraveling semoga kedepannya     berkembang terimakasih aplikasi ngetrip "
"2872"," mahal tiket pesawat nya gmna bilang  promo tp harga tiket   harga standar buang kota aja download aplikasi "
"2873"," pesan tiket pesawat   transfer  ko blum dpat kode booking mohon kenyamanan pengguna uang  sdah terpotong"
"2874"," takut beli tiket  lg pagi beli tiket   etiketx gak  dibilang  proses   cs via email gak  tanggapan"
"2875","metode pembayaran ko sulit ya gak  pakai sms bangking"
"2876","aplikasi   membantutpi tambahin metode pembayarannya  alfamartbiar yg   atm biar gampang"
"2877","app  utk pemesanan tiket pesawat ko nda  ya  kali klik  jadwal yg      habis pdhl  sedetik kliknya thanks"
"2878","medanbandung sabtu desember tertera harga  tanggal  ribu   klik harga nya yg  murah jt gak sesuai"
"2879","  transfer      app tdk terverivikasi  pemesanan kadaluarsa gimana tolong dibantu"
"2880"," pesen   gk terbit tiketnya refund  estimasi     kalenderckckck kapok  tlp tlp  abisin pulsa"
"2881","tiket   mahal   mehong ya kalo traveloka murah nih giliran yg  mahal aneehh trus maskapainya dkit"
